P,V_out,T
24.706,0.00544428825378418,13.347614257637618
24.706,0.005445241928100586,13.347614257637618
24.706,0.005444884300231934,13.347614257637618
24.706,0.005443930625915527,13.347614257637618
24.706,0.00544428825378418,13.347614257637618
24.705,0.005445003509521484,13.217868698353714
24.705,0.005444526672363281,13.217868698353714
24.705,0.005443930625915527,13.217868698353714
24.705,0.005444884300231934,13.217868698353714
24.705,0.005444526672363281,13.217868698353714
24.705,0.0054444074630737305,13.217868698353714
24.701,0.00544583797454834,13.325599813799824
24.701,0.005444169044494629,13.325599813799824
24.701,0.005445361137390137,13.325599813799824
24.701,0.005444884300231934,13.325599813799824
24.701,0.005445599555969238,13.325599813799824
24.701,0.005444645881652832,13.325599813799824
24.701,0.005446195602416992,13.218653405167991
24.701,0.005445241928100586,13.218653405167991
24.701,0.005444765090942383,13.218653405167991
24.701,0.005444765090942383,13.218653405167991
24.701,0.0054454803466796875,13.218653405167991
24.701,0.005445361137390137,13.218653405167991
24.697,0.005445122718811035,13.117432977164697
24.697,0.005445241928100586,13.117432977164697
24.697,0.005446195602416992,13.117432977164697
24.697,0.005446076393127441,13.117432977164697
24.697,0.005445599555969238,13.117432977164697
24.697,0.005446672439575195,13.117432977164697
24.697,0.0054454803466796875,12.71609421302873
24.697,0.005445241928100586,12.71609421302873
24.697,0.005446434020996094,12.71609421302873
24.697,0.005446195602416992,12.71609421302873
24.697,0.005445122718811035,12.71609421302873
24.697,0.00544583797454834,12.71609421302873
24.697,0.0054471492767333984,12.815507006512373
24.697,0.005448460578918457,12.815507006512373
24.697,0.005444884300231934,12.815507006512373
24.697,0.0054471492767333984,12.815507006512373
24.697,0.005445957183837891,12.815507006512373
24.697,0.0054476261138916016,12.815507006512373
24.696,0.005446434020996094,12.494902719361582
24.696,0.005446791648864746,12.494902719361582
24.696,0.005446672439575195,12.494902719361582
24.696,0.0054471492767333984,12.494902719361582
24.696,0.005446910858154297,12.494902719361582
24.696,0.0054473876953125,12.494902719361582
24.695,0.005447864532470703,12.702131203016718
24.695,0.005448698997497559,12.702131203016718
24.695,0.005448818206787109,12.702131203016718
24.695,0.005446672439575195,12.702131203016718
24.695,0.0054471492767333984,12.702131203016718
